author_position,institutions,countries,is_corresponding,raw_author_name,raw_affiliation_strings,affiliations,author.id,author.display_name,author.orcid,id,doi,title,display_name,publication_year,publication_date,ids.openalex,ids.doi,language,primary_location.is_oa,primary_location.landing_page_url,primary_location.pdf_url,primary_location.license,primary_location.license_id,primary_location.version,primary_location.is_accepted,primary_location.is_published,primary_location.source.id,primary_location.source.display_name,primary_location.source.issn_l,primary_location.source.issn,primary_location.source.is_oa,primary_location.source.is_in_doaj,primary_location.source.is_core,primary_location.source.host_organization,primary_location.source.host_organization_name,primary_location.source.type,best_oa_location.is_oa,best_oa_location.landing_page_url,best_oa_location.pdf_url,best_oa_location.license,best_oa_location.license_id,best_oa_location.version,best_oa_location.source.id,best_oa_location.source.display_name,best_oa_location.source.issn_l,best_oa_location.source.issn,best_oa_location.source.is_oa,best_oa_location.source.is_in_doaj,best_oa_location.source.is_core,best_oa_location.source.host_organization,type,type_crossref,indexed_in,open_access.is_oa,open_access.oa_status,open_access.oa_url,open_access.any_repository_has_fulltext,countries_distinct_count,institutions_distinct_count,corresponding_author_ids,corresponding_institution_ids,apc_list.value,apc_list.currency,apc_list.value_usd,apc_paid.value,apc_paid.currency,apc_paid.value_usd,fwci,has_fulltext,cited_by_count,citation_normalized_percentile,cited_by_percentile_year.min,cited_by_percentile_year.max,biblio.volume,biblio.issue,biblio.first_page,biblio.last_page,is_retracted,is_paratext,primary_topic.id,primary_topic.display_name,primary_topic.score,locations_count,referenced_works_count,referenced_works,related_works,abstract_inverted_index,author_id,author_display_name,author_orcid
first,"[{'id': 'https://openalex.org/I4210153872', 'display_name': 'Jiangsu Maritime Institute', 'ror': 'https://ror.org/04pekda06', 'country_code': 'CN', 'type': 'education', 'lineage': ['https://openalex.org/I4210153872']}]",['CN'],True,Yalin Wu,"['School of Information Engineering ,  Jiangsu Maritime Institute ,  Nanjing ,  211170 , Jiangsu,  China ,  jmi.edu.cn']","[{'raw_affiliation_string': 'School of Information Engineering ,  Jiangsu Maritime Institute ,  Nanjing ,  211170 , Jiangsu,  China ,  jmi.edu.cn', 'institution_ids': ['https://openalex.org/I4210153872']}]",https://openalex.org/A5103709190,Y.D. Wang Q.Q. Wu,https://orcid.org/0009-0002-5806-7518,https://openalex.org/W4401344941,https://doi.org/10.1155/2024/5225558,Predictive Analysis of Maritime Congestion Using Dynamic Big Data and Multiscale Feature Analysis,Predictive Analysis of Maritime Congestion Using Dynamic Big Data and Multiscale Feature Analysis,2024,2024-01-01,https://openalex.org/W4401344941,https://doi.org/10.1155/2024/5225558,en,True,https://doi.org/10.1155/2024/5225558,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1155/2024/5225558,cc-by,https://openalex.org/licenses/cc-by,publishedVersion,True,True,https://openalex.org/S174662166,Journal of Electrical and Computer Engineering,2090-0147,"['2090-0147', '2090-0155']",True,True,True,https://openalex.org/P4310319869,Hindawi Publishing Corporation,journal,True,https://doi.org/10.1155/2024/5225558,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1155/2024/5225558,cc-by,https://openalex.org/licenses/cc-by,publishedVersion,https://openalex.org/S174662166,Journal of Electrical and Computer Engineering,2090-0147,"['2090-0147', '2090-0155']",True,True,True,https://openalex.org/P4310319869,article,journal-article,['crossref'],True,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1155/2024/5225558,False,1,1,['https://openalex.org/A5103709190'],['https://openalex.org/I4210153872'],,,,,,,,False,0,,0,86,,,,,False,False,https://openalex.org/T11622,Maritime Transportation Safety and Risk Analysis,0.9974,1,26,"['https://openalex.org/W2907105210', 'https://openalex.org/W2944924828', 'https://openalex.org/W3006183307', 'https://openalex.org/W3012815794', 'https://openalex.org/W3014224354', 'https://openalex.org/W3016916515', 'https://openalex.org/W3096463561', 'https://openalex.org/W3109582891', 'https://openalex.org/W3126787811', 'https://openalex.org/W3146366485', 'https://openalex.org/W3201364331', 'https://openalex.org/W3210909233', 'https://openalex.org/W4210439489', 'https://openalex.org/W4226370108', 'https://openalex.org/W4285082305', 'https://openalex.org/W4296614179', 'https://openalex.org/W4306700063', 'https://openalex.org/W4306743581', 'https://openalex.org/W4307567025', 'https://openalex.org/W4318945054', 'https://openalex.org/W4321107441', 'https://openalex.org/W4362474448', 'https://openalex.org/W4362640594', 'https://openalex.org/W4382199608', 'https://openalex.org/W4384037996', 'https://openalex.org/W4386723776']","['https://openalex.org/W4394895745', 'https://openalex.org/W4390608645', 'https://openalex.org/W4255224757', 'https://openalex.org/W4247566972', 'https://openalex.org/W4206777497', 'https://openalex.org/W3090563135', 'https://openalex.org/W2960264696', 'https://openalex.org/W2910064364', 'https://openalex.org/W2499527417', 'https://openalex.org/W2497432351']","{'The': [0, 160], 'maritime': [1, 25, 104], 'industry': [2], 'is': [3, 201], 'one': [4], 'of': [5, 17, 44, 60, 71, 103, 195], 'the': [6, 11, 15, 40, 45, 68, 85, 95], 'most': [7], 'crucial': [8], 'sectors': [9], 'in': [10], 'global': [12], 'economy,': [13], 'facilitating': [14], 'transportation': [16], 'goods': [18], 'and': [19, 39, 63, 91, 113, 120, 141, 179, 190, 200, 211], 'commodities': [20], 'across': [21, 171], 'vast': [22], 'distances.': [23], 'However,': [24], 'network': [26, 105, 178], 'congestion': [27, 52, 106, 122], 'has': [28], 'become': [29], 'an': [30, 50, 129], 'increasingly': [31], 'critical': [32], 'challenge': [33], 'that': [34], 'significantly': [35], 'affects': [36], 'shipping': [37], 'efficiency': [38], 'overall': [41], 'operational': [42], 'performance': [43], 'industry.': [46], 'This': [47], 'study': [48, 127, 152], 'proposes': [49], 'innovative': [51], 'prediction': [53, 149, 213], 'approach': [54], 'using': [55], 'dynamic': [56, 69], 'big': [57], 'data': [58, 81, 163], 'analysis': [59, 70, 98, 156], 'vessel': [61, 72, 133], 'trajectories': [62, 73], 'multiscale': [64, 96, 154], 'feature': [65, 97, 155], 'analysis.': [66], 'First,': [67], 'aims': [74], 'to': [75, 116, 187, 216], 'extract': [76], 'valuable': [77], 'information': [78], 'from': [79, 110], 'ships’': [80], 'as': [82], 'they': [83], 'navigate': [84], 'oceans,': [86], 'enabling': [87], 'proactive': [88], 'traffic': [89, 147, 162], 'management': [90, 123], 'optimized': [92], 'routing.': [93], 'Second,': [94], 'provides': [99], 'a': [100, 168], 'comprehensive': [101], 'understanding': [102], 'by': [107], 'examining': [108], 'it': [109], 'different': [111], 'perspectives': [112], 'scales,': [114], 'leading': [115], 'more': [117], 'accurate': [118], 'predictions': [119, 196], 'effective': [121], 'strategies.': [124], 'Furthermore,': [125], 'this': [126, 151], 'introduces': [128], 'enhanced': [130], 'Faster': [131], 'R‐CNN': [132], 'detection': [134], 'model': [135], 'for': [136, 167], 'real‐time': [137], 'tracking,': [138], 'integrating': [139], 'convolutional': [140], 'SKNet': [142], 'networks.': [143], 'To': [144], 'improve': [145], 'short‐term': [146], 'flow': [148], 'accuracy,': [150], 'employs': [153], 'through': [157], 'wavelet': [158, 165], 'transformation.': [159], 'foundational': [161], 'undergo': [164], 'decomposition': [166], 'detailed': [169], 'representation': [170], 'frequencies.': [172], 'Gated': [173], 'recurrent': [174], 'unit': [175], '(GRU)': [176], 'neural': [177], 'autoregressive': [180], 'moving': [181], 'average': [182], '(ARMA)': [183], 'models': [184], 'are': [185], 'utilized': [186], 'predict': [188], 'trend': [189], 'noise': [191], 'components,': [192], 'respectively.': [193], 'Fusion': [194], 'demonstrates': [197], 'superior': [198], 'accuracy': [199, 214], 'validated': [202], 'against': [203], 'real': [204], 'data.': [205, 218], 'Empirical': [206], 'results': [207], 'showcase': [208], 'minimal': [209], 'errors': [210], 'heightened': [212], 'compared': [215], 'actual': [217]}",https://openalex.org/A5103709190,Y.D. Wang Q.Q. Wu,https://orcid.org/0009-0002-5806-7518
